P_NAME,Probability,ESI
Kepler-132 e,54.51449310097592,43.991948
Kepler-1380 b,54.51429013641164,28.583686000000004
Kepler-362 c,54.51328276143526,31.691682
Kepler-990 c,54.51251294849829,27.779477000000004
Kepler-1264 b,54.51101470594035,29.107028
Kepler-157 d,54.5108902552085,28.610717
Kepler-1226 b,54.51041749839083,29.224377
Kepler-1870 b,54.5091274087969,25.423158
Kepler-1091 b,54.50888749063599,28.137097999999998
Kepler-1523 b,54.50833459377216,27.583849999999998
Kepler-1073 d,54.50816753900287,28.117712
Kepler-414 b,54.506442289943045,27.461052000000002
Kepler-154 f,54.505598639904804,28.856970999999998
Kepler-218 b,54.50491062506994,28.264207000000003
Kepler-402 e,54.504905145071326,28.963900999999996
Kepler-1473 b,54.50022749403092,30.226112
KOI-351 c,54.498455587222246,29.621847000000002
Kepler-380 b,54.498317683451425,29.209163999999998
Kepler-1213 b,54.49821539061962,29.252119
Kepler-154 e,54.49817759986176,28.172292
Kepler-130 d,54.498038920280536,34.267269
Kepler-299 e,54.497035209912475,32.959772
Kepler-1485 b,54.49674879136148,29.571529
Kepler-1431 b,54.49657447508114,28.353123000000004
Kepler-1142 b,54.49635752651612,28.930456999999997
Kepler-400 c,54.496040192124326,29.666216000000002
KOI-1599.01,54.49448821586336,27.947451
Kepler-1063 b,54.494456841475554,29.229905000000002
Kepler-301 d,54.49355993849715,28.731686
K2-350 b,54.49308112798277,28.067832
Kepler-795 b,54.4927639684563,31.639662
Kepler-1220 b,54.492054646642075,28.500328000000003
Kepler-194 b,54.49107796093991,27.972852
Kepler-886 b,54.49053289755331,28.361631
Kepler-208 e,54.489349806306585,29.154234000000002
Kepler-123 c,54.489215107584776,29.723615
K2-374 b,54.48782914432558,27.829306
Kepler-927 b,54.48729241970979,28.091685
Kepler-1005 b,54.48649705987998,28.341223999999997
K2-173 b,54.48493998319822,27.979091
Kepler-207 c,54.483811869489294,27.967436
Kepler-1882 b,54.483618890830115,29.003321
Kepler-1497 b,54.483353177907986,28.220129
Kepler-1322 b,54.48163689804137,27.441937
K2-185 b,54.48118725529801,30.610189
Kepler-388 c,54.47852878440877,32.362663000000005
Kepler-1426 b,54.47764450122927,29.38901
Kepler-1491 b,54.476358632926726,28.824225999999996
Kepler-1557 b,54.474749807310346,28.006638
Kepler-228 b,54.47456077780709,27.909046999999997
Kepler-825 b,54.47383636658304,27.969551999999997
TOI-451 b,54.47342154398736,26.079353
Kepler-341 b,54.47316944082702,29.426413
K2-213 b,54.471762482371766,28.338303999999997
Kepler-1289 b,54.47161251890247,28.387448999999997
Kepler-1131 b,54.470565131388085,27.786973
Kepler-147 b,54.470091184433635,28.412375
Kepler-1988 b,54.470089395411065,28.143753999999998
Kepler-256 b,54.46936434899272,27.592897
Kepler-1262 b,54.46545753733343,27.540765
Kepler-274 b,54.463729042665335,28.591372
Kepler-337 b,54.4623399100233,27.801467000000002
Kepler-200 c,54.46131558745312,28.565284000000002
Kepler-58 e,54.46108710032086,27.777423000000002
Kepler-1050 b,54.460377300718854,29.472443999999996
TOI-1807 b,54.458610366424644,28.872659
Kepler-1943 b,54.45793368437256,27.829442
Kepler-370 b,54.45705811921103,27.873224
Kepler-132 d,54.45616473122057,29.217742
Kepler-364 b,54.4546058902025,29.586871999999996
Kepler-1165 b,54.45452422910581,27.986469000000003
Kepler-784 c,54.45452422374925,27.991698
Kepler-1599 b,54.451186491939744,43.419737000000005
Kepler-730 c,54.45081614544168,27.703666
Kepler-402 c,54.447622281544895,28.016372
Kepler-823 b,54.447315224329756,27.734938999999997
Kepler-207 b,54.44730732796497,27.604989000000003
Kepler-1433 b,54.44691730980105,27.825243999999998
Kepler-1073 c,54.44349511606386,27.568447000000003
K2-221 b,54.442358178830624,27.249824
Kepler-111 b,54.43997403321653,27.710648
Kepler-784 b,54.43924962874044,28.262426
Kepler-1859 b,54.4392021434973,27.660618
Kepler-1017 b,54.4386024732673,26.465156
Kepler-1035 b,54.43827227806528,29.202374
Kepler-948 b,54.43799614000809,27.181047000000003
Kepler-647 b,54.43793046920576,29.872214000000003
Kepler-295 c,54.43792748767562,29.737478
Kepler-416 d,54.4361511486994,27.597294
Kepler-382 c,54.43353176999415,28.398338000000003
Kepler-1069 b,54.431363290345644,29.071414
Kepler-1174 b,54.431136563183216,27.683377999999998
Kepler-619 c,54.42838234029359,27.076164000000002
Kepler-213 b,54.42786904243488,27.483927
Kepler-365 c,54.42674240625389,29.204295000000002
Kepler-1743 b,54.42630947259413,27.669634
Kepler-1584 b,54.42360885733733,28.426989000000003
Kepler-140 b,54.42329204881899,27.540039999999998
Kepler-1555 b,54.423078011925185,27.747142000000004
Kepler-1207 b,54.42297307963494,27.75831
Kepler-360 c,54.42104946797475,25.977086999999997
Kepler-1955 b,54.42087002010366,30.207098
Kepler-633 b,54.41682069759751,27.917836
Kepler-1079 b,54.414763160124615,28.177829
Kepler-208 b,54.414602302348754,27.485464999999998
Kepler-508 b,54.41456365720577,29.400623999999997
Kepler-1269 b,54.41455285403932,29.212664
Kepler-1368 b,54.41439871793755,27.221863000000003
Kepler-872 b,54.41437739719919,25.759843999999998
Kepler-288 b,54.41020985318793,27.604446
Kepler-918 b,54.409333532298476,27.214989
Kepler-400 b,54.40841489173586,27.921771
Kepler-1106 b,54.40714971199972,27.247659000000002
Kepler-1488 c,54.407075176406785,27.337393
Kepler-611 b,54.405602270503536,27.263296999999998
Kepler-1330 b,54.40560123167064,27.599043
Kepler-1838 b,54.40492874603097,27.622274
Kepler-188 b,54.4034016592542,27.178329
Kepler-1306 b,54.401735201380234,28.229117999999996
Kepler-1111 b,54.40129120674399,26.706671999999998
K2-294 b,54.40091821728642,27.289985
Kepler-1859 c,54.39869036784358,27.360277
Kepler-24 d,54.39855171540595,27.35378
Kepler-379 b,54.397402537116776,28.788408999999998
Kepler-1046 b,54.39725386704337,28.490745
Kepler-1464 b,54.397008725489286,28.782086
Kepler-520 b,54.397005959239124,28.018861
Kepler-300 b,54.39627432349279,27.648656
Kepler-204 c,54.39571090928664,30.198855000000002
Kepler-1292 b,54.39568912933967,26.68834
Kepler-160 b,54.39386428320832,27.288613
Kepler-761 b,54.39373636098639,26.639888
HD 108236 c,54.39355402934699,25.832924000000002
HD 96700 c,54.39325713417871,28.859308
Kepler-501 c,54.39244567042618,27.225354000000003
Kepler-1401 b,54.39204305340527,27.985821
Kepler-1424 b,54.38875341739153,31.664746
Kepler-1867 b,54.38866500292947,29.740296999999998
Kepler-363 b,54.38821988842165,29.235675
Kepler-135 c,54.388218386753906,29.626911
Kepler-1391 b,54.387540419078235,30.760627000000003
Kepler-1449 b,54.38753113407043,27.633197999999997
Kepler-1511 b,54.38753108164619,27.657468
Kepler-299 d,54.38685178508103,28.214140999999998
Kepler-269 c,54.38652458788568,27.384187999999998
Kepler-341 c,54.382775707531344,27.602227000000003
Kepler-830 b,54.38062807539288,27.933885000000004
Kepler-311 b,54.37886711241646,27.612531
Kepler-848 b,54.37769080509981,27.132033
Kepler-1336 c,54.37643875068959,27.109083000000002
Kepler-514 b,54.375046540362405,27.130485999999998
Kepler-1397 b,54.37503096323728,29.184427000000003
Kepler-1893 b,54.37495851801782,27.162343
Kepler-321 b,54.37379915469723,27.057505999999997
Kepler-822 b,54.3733472898451,26.841710000000003
Kepler-1818 b,54.37153626467847,27.109705
Kepler-1522 b,54.36980070104041,26.896596
Kepler-1361 b,54.36726618050463,29.802204999999997
Kepler-1478 b,54.366224322235205,28.693793
Kepler-238 b,54.3660313435349,26.863626
Kepler-1468 b,54.366031136979345,27.072924999999998
K2-352 c,54.36533905510395,26.8345
Kepler-33 b,54.36440618323526,26.929614
Kepler-1327 b,54.36309107701563,28.196101000000002
K2-376 b,54.36308856522373,27.104013
Kepler-1489 b,54.36215375881367,37.302953
Kepler-430 c,54.36191131708257,40.149108
Kepler-1189 b,54.36068351832648,26.877991
Kepler-746 b,54.35958700812428,29.589285999999998
K2-331 b,54.35888746374985,27.463286999999998
Kepler-206 c,54.35604380388479,27.976824
Kepler-347 c,54.35542833690022,28.752281000000004
Kepler-939 b,54.355319534963236,27.439727
Kepler-1516 b,54.3553180054217,26.958128
Kepler-403 c,54.355317690038255,29.381148000000003
Kepler-1199 b,54.35357438562569,30.324187000000002
Kepler-133 b,54.35348878431125,27.021884
Kepler-1240 b,54.35198372838966,29.378874
rho CrB e,54.3517694897183,27.438905000000002
Kepler-1468 c,54.35172131198931,29.207587
Kepler-1763 b,54.34893588111839,29.173347
Kepler-140 c,54.34822632122654,38.294512000000005
Kepler-1081 b,54.348111555683346,29.907002
Kepler-1954 b,54.34678667857248,26.926890999999998
Kepler-370 c,54.3465058107172,28.467797
Kepler-881 b,54.34641267028727,26.87273
Kepler-371 c,54.34597778178215,33.731442
K2-170 c,54.344910418052294,27.669697999999997
Kepler-1751 b,54.34472182288764,26.971013
Kepler-270 c,54.344563027984194,28.724548
Kepler-1260 b,54.344318506441155,27.448804
Kepler-850 b,54.34394263832366,27.062831999999997
Kepler-1003 b,54.34239304476078,26.698849000000003
Kepler-1645 b,54.34233033555666,27.587571
Kepler-376 c,54.340161462122715,27.295377
Kepler-265 b,54.33859877014668,26.795834000000003
Kepler-1173 b,54.334679105275015,29.264349
Kepler-1711 b,54.333107886738745,28.605364
Kepler-1695 b,54.3329511821985,29.678168
K2-392 b,54.332862457148934,27.776009000000002
Kepler-352 d,54.33235123005901,30.504548999999997
Kepler-1831 b,54.33161610273964,26.250003
Kepler-1884 b,54.330484852287306,26.900881
Kepler-804 c,54.33005728966311,30.088061999999997
Kepler-1590 b,54.329025419170165,29.861904
Kepler-135 b,54.32852006130104,26.627266
Kepler-1479 b,54.32759719820608,27.633997
Kepler-341 d,54.32680303892012,29.474682
Kepler-771 b,54.32608676572523,26.785268000000002
Kepler-772 b,54.32607476982157,26.880177
Kepler-1463 b,54.32556259353817,29.228728999999998
TOI-1136 b,54.324524028983035,26.330537
Kepler-110 b,54.32372251120536,27.128475
Kepler-638 b,54.32351575876897,26.469928
Kepler-349 c,54.32001509026737,27.152306
Kepler-825 c,54.319372620278486,26.851032000000004
Kepler-274 c,54.31873499939978,29.715773000000002
Kepler-810 b,54.31709430107598,26.250227
Kepler-1691 b,54.31666408121496,26.50781
Kepler-1344 b,54.31661113079847,26.573014999999998
Kepler-260 b,54.315740090210284,26.339752999999998
Kepler-1869 b,54.315442244719534,30.160431
K2-190 c,54.314256854601695,32.816646
Kepler-1125 b,54.314061916277836,26.814234
Kepler-806 b,54.31264824314765,29.460112
Kepler-1135 b,54.3113657076897,31.798378
Kepler-1509 b,54.31135558774727,27.767549000000002
Kepler-641 b,54.31135081182932,26.636557
Kepler-824 b,54.309954119947115,26.420237
Kepler-529 b,54.30908486388089,26.241895999999997
Kepler-1488 b,54.30853012365632,27.965379000000002
Kepler-280 c,54.30824735704742,25.900002999999998
Kepler-291 c,54.30791016857355,26.545406999999997
Kepler-1312 b,54.30746520884795,25.575271
Kepler-1827 b,54.30735861047888,26.36364
Kepler-1305 b,54.30688537617876,27.417976
Kepler-1837 b,54.304530929898654,25.788760999999997
HD 93385 b,54.30344889162728,26.518935
HD 156668 b,54.29902960546698,26.310781
Kepler-683 b,54.29650286190067,25.799518
Kepler-710 b,54.2960966327364,26.263462999999998
Kepler-371 b,54.29392249034751,29.019894
Kepler-1745 b,54.29370737517914,26.038251000000002
Kepler-1155 b,54.29342212231968,29.964379
Kepler-634 b,54.29297292659501,26.183258
Kepler-804 b,54.29296331539825,27.295717000000003
Kepler-1177 b,54.2911568589631,36.364652
Kepler-1596 b,54.289840469842225,30.994494
Kepler-1078 b,54.28982232747788,26.026645
Kepler-384 c,54.289196265422355,32.247211
Kepler-1092 b,54.28907882496846,34.00804
Kepler-524 b,54.28658253391217,26.219107
Kepler-917 b,54.286581888855586,25.945733999999998
Kepler-1250 b,54.28325928575244,25.957188
Kepler-1119 b,54.28325341526397,26.152462999999997
Kepler-341 e,54.280291337799724,31.112031
K2-277 b,54.279749085894345,25.799519
Kepler-1122 b,54.27887424251674,31.215849000000002
Kepler-946 b,54.277044296026496,26.798949999999998
Kepler-1144 b,54.2743157020065,27.449752
Kepler-1343 b,54.2740619724986,25.986053
Kepler-1348 b,54.27303587176534,28.531733
Kepler-653 b,54.27248784699949,27.162377999999997
Kepler-1839 b,54.27027887274401,26.011551
Kepler-1923 b,54.26569960464554,31.408517000000003
Kepler-792 b,54.26316498834108,26.358169999999998
K2-230 b,54.26298923801955,25.771751
Kepler-1061 b,54.262632543514165,25.725394
Kepler-1857 b,54.26120585922913,26.202396999999998
Kepler-134 b,54.26089410158727,25.882662
Kepler-1958 b,54.26021374331863,26.185560000000002
Kepler-347 b,54.25932512762754,26.349265
Kepler-1025 b,54.25884821051151,32.854943
Kepler-1217 b,54.25749199019456,25.631313
Kepler-1457 b,54.25734067320347,31.072113
Kepler-334 b,54.257281606440316,29.636453000000003
Kepler-996 b,54.2557861401059,25.736492
Kepler-59 c,54.25562938679371,26.75148
Kepler-1336 b,54.25553257794814,26.846631
K2-183 b,54.25516647907484,29.235197000000003
Kepler-142 b,54.254958975338724,25.621469
Kepler-526 b,54.2517151589667,25.758684999999996
Kepler-1180 b,54.2517089251384,26.306850999999998
Kepler-625 b,54.25170650471199,25.824239
K2-205 b,54.25008683678173,27.963926999999998
Kepler-529 c,54.249251470786156,26.419471
K2-342 b,54.24645054531346,26.394721999999998
Kepler-1082 b,54.24521505473244,29.221377999999998
Kepler-384 b,54.24519836769204,30.407896
Kepler-183 b,54.2449108671089,25.680318000000003
Kepler-270 b,54.24393668308593,26.158519000000002
Kepler-903 b,54.24385148531997,25.888824
Kepler-754 b,54.24384824596453,26.103061
K2-389 c,54.24227377570247,27.218752000000002
Kepler-343 c,54.24139013366375,27.595692
Kepler-365 b,54.239828235827,26.250818
Kepler-1268 b,54.23587346873709,28.656171000000004
Kepler-868 b,54.23464944667992,25.593283
Kepler-832 b,54.231422210132216,25.803368999999996
K2-175 b,54.2312508812569,25.691975
Kepler-100 d,54.229551839261326,29.678176
GJ 2030 b,54.228403693013234,25.352207999999997
Kepler-363 d,54.22736110797183,25.873471
Kepler-337 c,54.227355351783835,25.59731
Kepler-377 c,54.2253195418337,27.788037
Kepler-1615 b,54.223142864715314,29.263397
Kepler-449 b,54.22257913970838,25.895359000000003
Kepler-1879 b,54.22093040341333,25.641309
Kepler-654 b,54.218754791120624,25.688881000000002
Kepler-528 b,54.21852652384506,26.881796
Kepler-1866 b,54.21805818661141,26.03896
Kepler-322 b,54.21729808057676,29.488260999999998
Kepler-1188 b,54.214377361714284,26.033136000000002
Kepler-1613 b,54.21437148461752,25.089603
Kepler-602 b,54.210009094992955,25.954754
Kepler-1047 b,54.209952619792126,29.206196000000002
Kepler-1823 b,54.20979015576176,26.625774000000003
Kepler-336 c,54.20566970903187,25.586388999999997
Kepler-431 d,54.19813693220016,29.681558000000003
Kepler-929 b,54.198136917463636,29.211306999999998
Kepler-1427 b,54.182929799642935,29.262017
HIP 97166 b,54.176994127537796,24.117893000000002
Kepler-1222 b,54.176011402683244,29.124288999999997
HD 63433 d,54.17538706439219,29.714636
Kepler-1406 b,54.17290997585891,30.21049
Kepler-102 d,54.171584571093824,33.000703
Kepler-392 c,54.16958602141522,29.984717
Kepler-374 c,54.16840749712644,29.341666
Kepler-59 b,54.16837614515703,29.930077
Kepler-1507 b,54.16609111828649,33.404524
Kepler-163 b,54.156838861103125,30.440374
Kepler-1561 b,54.14531418819043,29.279452
HD 219134 c,54.14362380640361,30.03019
Kepler-1653 b,54.14108363532452,73.857407
K2-182 b,54.13863509866066,23.127972
Kepler-115 b,54.115735711380374,29.334042
Kepler-212 b,54.115381535927725,30.250958999999998
Kepler-889 b,54.11537609316431,29.365244
TOI-561 b,54.10428382245326,28.240927999999997
Kepler-1612 b,54.103597786134934,29.786273
Kepler-444 f,54.09208941273842,30.814473
Kepler-1605 b,54.0808126238231,36.855763
Kepler-1578 b,54.058794089419685,29.406900000000004
Kepler-376 b,54.043964243791415,29.45046
Kepler-1570 b,54.04395939407835,30.961893
Kepler-520 c,54.04395689697557,29.402848999999996
Kepler-1594 b,54.031710437769405,29.480666
Kepler-1376 b,54.03081356891994,29.861167
Kepler-219 d,54.026174012598396,27.192483
Kepler-271 c,54.00622609832946,30.502679999999998
Kepler-1576 b,54.001548187336226,30.132109
Kepler-60 c,54.000762551839806,26.36372
Kepler-1558 b,53.98482227448715,28.750550000000004
Kepler-124 b,53.97519349709951,29.053401
Kepler-1693 c,53.96363099838298,30.087632
Kepler-625 c,53.962952965124614,29.411405000000002
Kepler-1549 b,53.942413439204714,68.288219
Kepler-1800 b,53.93674914426735,30.04925
Kepler-1312 c,53.93301068392848,29.360591000000003
K2-157 b,53.93036878571111,29.311320000000002
Kepler-1566 b,53.912955334090064,28.860595
Kepler-607 b,53.90529052362634,29.180598000000003
Kepler-192 d,53.904726931705774,30.065053000000002
Kepler-390 c,53.89792726706015,31.953565
HD 24040 c,53.88851110614348,42.80411
Kepler-1482 b,53.88594393705544,31.033882000000002
Kepler-865 c,53.87598465452119,30.205358
Kepler-387 b,53.87382533613471,29.756961999999998
Kepler-374 b,53.871268395225364,29.344852999999997
Kepler-1911 b,53.87034941463904,29.969544999999997
Kepler-388 b,53.863156709984835,29.399894
EPIC 201757695.02,53.862799364112625,29.492741
Kepler-1898 b,53.84406278189464,29.906686
HD 219134 b,53.84178641941032,28.198425
HD 23472 e,53.8366823299955,31.620283999999998
HD 92788 b,53.82198470680562,39.086951
Kepler-130 b,53.82181437876182,29.836806
Kepler-197 b,53.82137632530106,29.590487
Kepler-336 b,53.820985110680844,29.370435999999998
Kepler-1947 b,53.801090626271495,29.839956
Kepler-282 b,53.79921670236611,30.029512000000004
Kepler-1278 b,53.79462889448897,29.395257
Kepler-390 b,53.793708375993695,30.268926
Kepler-392 b,53.74510299168085,29.602836
Kepler-1417 b,53.744274576507884,30.446041
Kepler-1464 c,53.74426874657381,29.446936
Kepler-80 d,53.72030647403567,28.87284
EPIC 220492298 b,53.716830537240206,29.325625
K2-216 b,53.70151411300931,27.266945
K2-411 b,53.69950827125714,29.492006
Kepler-1047 c,53.69940804823058,29.388703
TOI-2141 b,53.68051598166855,23.139134
Kepler-1990 c,53.66079517190444,29.559565
Kepler-1328 b,53.65792773687204,29.519430000000003
Kepler-141 b,53.633474452783275,28.697797
Kepler-1297 b,53.61332841930005,29.337600000000002
Kepler-1598 b,53.582214745756,29.69431
Kepler-524 c,53.572428887514405,29.321824000000003
Kepler-1689 b,53.55434132308914,30.191022
Kepler-1438 b,53.48780936472466,29.382883
TOI-431 b,53.48708454478968,28.823903
Kepler-1572 b,53.486129137508996,29.480911
Kepler-1425 b,53.48612910018148,29.862016000000004
Kepler-605 c,53.468576869522686,29.360619999999997
Kepler-1505 b,53.447637579299005,32.636108
K2-36 b,53.444753493967475,28.459917
Kepler-119 c,53.43532540041666,29.596432
K2-210 b,53.43034909627106,29.131825
Kepler-1338 b,53.39929441153002,29.257765000000003
Kepler-1365 b,53.39916783660124,29.526055
Kepler-1992 b,53.39285741612197,31.154576
Kepler-1525 b,53.38031634413404,29.398391
Kepler-1934 b,53.37423583831998,29.282335
Kepler-197 e,53.357197869297266,31.287736
Kepler-1296 b,53.355137383008945,29.580277
Kepler-1130 b,53.32663197462991,29.756898
Kepler-1547 b,53.312321006888816,29.214510999999998
Kepler-1560 b,53.308965480834644,29.409889
K2-223 b,53.30157628874405,29.194341
Kepler-1637 b,53.28961237631623,29.643694999999997
Kepler-780 b,53.2832384209797,29.200203000000002
Kepler-1027 b,53.28176617959261,29.289352
Kepler-387 c,53.273645129635874,30.151842000000002
Kepler-314 b,53.27195379221591,29.274528999999998
Kepler-345 c,53.256459045521254,31.560245
Kepler-1130 c,53.25461423050302,29.271682
Kepler-362 b,53.229653743781284,29.802529
Kepler-1416 b,53.22904409161842,29.193879
K2-32 e,53.228609489369006,29.995984999999997
Kepler-444 e,53.21702312923066,28.01979
HD 23472 d,53.19511066083287,29.650785000000003
Kepler-1542 d,53.1924922653935,29.596655
Kepler-1031 b,53.186491313451114,29.163977000000003
Kepler-1890 b,53.17913964923385,29.357235
Kepler-1258 b,53.14709642883776,29.135175000000004
Kepler-783 b,53.14505703820159,29.324848999999997
KOI-1831 d,53.11759872633338,39.271206
Kepler-1385 b,53.10237354860921,29.143356999999998
Kepler-1963 b,53.088069538142236,28.7568
Kepler-1611 b,53.04702339168079,29.524508
Kepler-444 c,53.033651321473755,26.207019
Kepler-1412 b,53.01702454722838,29.108656999999997
Kepler-1235 b,53.014597941280556,29.287642
Kepler-1067 b,53.00749233196572,28.905904
Kepler-1601 b,52.98244691732691,29.074858
Kepler-1141 b,52.978075052379516,29.061471
TOI-238 b,52.95378155180136,28.487692
Kepler-1559 b,52.92615929295793,28.443836
Kepler-1629 b,52.923013986710295,29.142499
Kepler-1393 b,52.89891125541008,28.966832999999998
Kepler-1581 b,52.897761238224014,29.113212
Kepler-1365 c,52.897758177561755,29.010907000000003
Kepler-1371 b,52.824135981434544,28.772951000000003
Kepler-653 c,52.81947058570338,28.788196
Kepler-271 d,52.80022871796909,28.589346
Kepler-431 b,52.75276883503985,28.889131000000003
Kepler-1542 e,52.74329302261252,29.017277000000004
Kepler-444 b,52.742938203357774,23.747364
Kepler-1542 b,52.74268030985848,28.908018000000002
Kepler-1619 b,52.736826134421364,30.330498
Kepler-1588 b,52.73676959049415,28.98751
Kepler-1402 b,52.736743280393895,28.686685
Kepler-1130 d,52.73492439160118,28.303825999999997
Kepler-1864 b,52.73136854234031,28.907817
Kepler-1563 b,52.73003952850042,28.850741000000003
HD 28185 b,52.717561647592184,39.527667
Kepler-1869 c,52.70402289410876,28.627197
Kepler-1339 b,52.55222058061467,28.329179999999997
Kepler-62 d,52.54638841635638,34.296602
Kepler-1349 b,52.51618774600904,28.270205999999998
Kepler-1371 c,52.481635554812975,27.769149999999996
Kepler-431 c,52.4015084664174,28.217616
Kepler-1542 c,52.34746421126497,27.893939
Kepler-1877 b,52.306442304871865,27.621204
Kepler-1087 b,52.26386958474699,27.281934000000003
Kepler-1998 b,52.22929136462786,27.374549
Kepler-1583 b,52.21820002550981,28.138132
Kepler-99 b,52.06120790295745,29.335307
Kepler-1994 b,51.94873654643279,26.074303999999998
K2-285 e,51.94647573234788,36.281155999999996
Kepler-538 b,51.9381602327479,44.640241
Kepler-20 f,51.930357646608655,33.119243999999995
Kepler-345 b,51.84048808179991,30.382734
HIP 29442 c,51.79577823912989,27.898284
Kepler-184 c,51.78556775188337,29.941218000000003
TOI-849 b,51.77318885492192,19.35372
Kepler-36 b,51.67820466454707,28.465207999999997
TOI-1444 b,51.65942368901559,28.353065
HD 48265 b,51.59223435899169,38.725902
Kepler-323 b,51.47358051479762,28.46549
WASP-47 e,51.44269050287184,26.455436
Kepler-93 b,51.43447181731789,28.489884
Kepler-68 c,51.32866885202251,29.952999000000002
K2-265 b,51.30453412011376,27.137533
Kepler-161 b,51.29383607885798,25.947934
HD 80653 b,51.2131893348652,27.391441999999998
55 Cnc e,51.19674346759415,26.13764
Kepler-161 c,51.07232799126803,26.922608999999998
Kepler-20 e,51.026825051433676,29.775090999999996
EPIC 249893012 b,50.99292310590824,25.843827
K2-131 b,50.97468089870641,27.036319
HD 110113 c,50.92423658799137,25.559301
HD 191939 g,50.91592123478072,59.12221399999999
TOI-1347 c,50.911589051317456,28.165234
Kepler-444 d,50.89759434118981,27.289029
HD 137496 b,50.866645412149616,28.700461
K2-233 d,50.78381646950154,32.850598
Kepler-101 c,50.70200689002461,29.103740000000002
GJ 2056 b,50.536878601216294,48.896943
KOI-1599.02,50.5066999114808,27.124190999999996
Kepler-1554 b,50.47580289614129,65.54728
HD 20329 b,50.46879845872651,26.893497999999997
K2-291 b,50.43503417475599,27.697092
TOI-784 b,50.418522019130776,26.113582
Kepler-244 d,50.270532484274,28.419181
Kepler-145 c,50.24095070702003,18.288554
HD 15337 b,50.23619932510979,28.026515000000003
Kepler-34 b,50.212491307111414,43.423457
Kepler-424 c,50.1516826003136,38.793727
Kepler-113 b,50.10153743054532,27.687123000000003
Kepler-238 e,50.00770695621114,14.978382000000002
Kepler-385 b,50.004487219503616,22.913581
HIP 29442 d,50.002487941005086,29.268608
Kepler-50 c,49.99993643719674,24.918376000000002
TOI-411 c,49.996154226487555,24.690364000000002
Kepler-450 c,49.98664918583046,23.159852
Kepler-350 d,49.94317715755369,23.257994
EPIC 220674823 b,49.80486283904544,26.861068
TOI-1052 b,49.780404046791226,21.894007
Kepler-323 c,49.73510874816993,27.774365
Kepler-131 b,49.71382065106195,25.477148999999997
HD 88986 b,49.69026385691755,37.954039
HD 106315 b,49.68093889390085,23.819246
Kepler-92 d,49.677248125291015,28.087338
Kepler-1913 b,49.623440540942774,30.06298
Kepler-1618 b,49.620066400010735,28.965758
Kepler-1370 c,49.60433469714364,29.078073999999997
Kepler-393 b,49.59518753468928,29.071360000000002
Kepler-312 b,49.59518750425157,28.758598000000003
Kepler-1603 b,49.59518750410531,28.758589
Kepler-1833 b,49.590352572970104,28.994441
K2-38 b,49.58980882801578,27.485586
Kepler-1960 b,49.58595509074967,28.760043000000003
Kepler-1298 b,49.58534909792259,28.791529
Kepler-217 d,49.58018608450942,28.682781000000002
Kepler-1224 b,49.575076838583016,29.544816
Kepler-348 c,49.5748714670974,29.560561000000003
Kepler-393 c,49.57486834091155,29.224868999999998
Kepler-1508 b,49.57486833939211,29.654282
Kepler-1602 b,49.57161516083389,29.555545
Kepler-1244 b,49.56379014850201,28.542111
Kepler-372 b,49.558139759881875,28.845864
Kepler-997 b,49.558040215292486,28.541652
Kepler-320 c,49.552201540238435,29.61336
Kepler-1300 b,49.552156176385104,29.311973000000002
Kepler-1394 b,49.54000476444087,28.420479
Kepler-1617 b,49.53916692472495,31.070689
Kepler-1383 b,49.52737162863056,28.795357
Kepler-1921 c,49.527371618775994,28.318260000000002
Kepler-1705 c,49.52148467815687,25.838466
Kepler-403 d,49.52088490113713,28.699379000000004
Kepler-1274 b,49.520884901056284,28.376262
Kepler-176 c,49.51857126427471,25.926336
Kepler-361 b,49.510394336458056,28.463050000000003
Kepler-355 b,49.50545025644613,28.980521999999997
Kepler-394 d,49.50431331801037,28.394775
Kepler-168 b,49.503435960467286,28.253300999999997
Kepler-366 b,49.50342139271853,28.138914
Kepler-1276 b,49.49944953390327,29.992554
Kepler-909 b,49.49671805345706,29.035807000000002
Kepler-1622 b,49.49638220557705,28.599577999999998
Kepler-1256 b,49.491204169752244,28.515871999999998
Kepler-1271 b,49.48972452515932,28.123409
Kepler-1275 b,49.48926003491777,28.136955000000004
Kepler-915 b,49.48381190323044,28.02739
Kepler-1346 b,49.47713938515973,27.796093
Kepler-1209 b,49.47647355651177,29.852039
Kepler-1586 b,49.4751787202758,29.24036
Kepler-758 e,49.470089398159175,27.98733
Kepler-1571 b,49.46999042600962,27.96474
Kepler-1248 b,49.46932313099061,29.531984
Kepler-1323 b,49.46885232458031,27.825198
Kepler-1483 b,49.468809267738415,28.310702
Kepler-348 b,49.46880067673097,28.094113
Kepler-1592 b,49.462339918274914,27.777824000000003
Kepler-1340 b,49.46208403839879,27.689750000000004
Kepler-394 b,49.460327384521506,28.265807
Kepler-189 c,49.45830270682208,30.120849999999997
Kepler-1514 c,49.45696646445094,29.67942
Kepler-1501 b,49.449017772928805,28.912906
Kepler-356 b,49.44730757227909,27.726043
K2-269 b,49.44730753633122,27.70343
Kepler-1181 b,49.44730751470153,27.750386
Kepler-1072 b,49.43925652769643,27.567633
Kepler-1633 b,49.43924964319916,32.044485
Kepler-394 c,49.43485702197769,28.598770000000002
Kepler-1620 b,49.4326544357538,39.283057
Kepler-864 c,49.42369286363323,27.460704000000003
