pl_name,hostname,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-948 b,Kepler-948,1,1,2016,7.76846622,,1.85,0.165,,,,,,,,,5679,0.94,0.96,-0.02,[Fe/H],4.47,868.017,14.811,13.186,14.7858
Kepler-949 b,Kepler-949,1,2,2016,8.6893073,,2.91,0.26,,,,,,,,,5403,0.86,0.89,0.01,[Fe/H],4.53,486.105,14.718,12.519,14.5084
Kepler-949 c,Kepler-949,1,2,2023,20.99757968,0.1394,2.97,,,,0,27.2,582,89.76,,,5211,0.9,0.82,0.08,[Fe/H],4.45,486.105,14.718,12.519,14.5084
Kepler-95 b,Kepler-95,1,1,2014,11.5231,,3.42,0.305,13,0.041,,,,,,,5699,1.41,1.08,0.3,[Fe/H],4.17,445.656,12.382,10.801,12.3044
Kepler-950 b,Kepler-950,1,1,2016,98.7180406,,8.98,0.801,,,,,,,,,5857,1.02,1.02,0.02,[Fe/H],4.44,2161.6,16,14.139,15.6813
Kepler-951 b,Kepler-951,2,1,2016,71.52530845,,5.59,0.499,,,,,,,,,4834,0.73,0.77,-0.01,[Fe/H],4.6,382.509,14.841,12.251,14.4908
Kepler-952 b,Kepler-952,1,1,2016,130.3546919,,7.65,0.682,,,,,,,,,5730,0.99,1,0.06,[Fe/H],4.45,1304.25,15.323,13.662,15.1882
Kepler-953 b,Kepler-953,1,2,2016,88.40655258,,4.21,0.376,,,,,,,,,5416,0.99,0.95,0.26,[Fe/H],4.42,258.893,11.871,10.295,12.1425
Kepler-953 c,Kepler-953,1,2,2016,9.10967112,,1.19,0.106,,,,,,,,,5416,0.99,0.95,0.26,[Fe/H],4.42,258.893,11.871,10.295,12.1425
Kepler-954 b,Kepler-954,1,1,2016,16.78176602,,2.32,0.207,,,,,,,,,4990,0.76,0.82,0.02,[Fe/H],4.59,215.814,13.095,10.84,12.9432
Kepler-955 b,Kepler-955,1,1,2016,14.53244172,,3.13,0.279,,,,,,,,,5350,0.84,0.89,0.02,[Fe/H],4.54,550.383,14.734,12.807,14.6273
Kepler-956 b,Kepler-956,1,1,2016,5.24867263,,3,0.268,,,,,,,,,6040,1.15,1.1,0.02,[Fe/H],4.36,544.939,13.387,11.958,13.2889
Kepler-957 b,Kepler-957,1,1,2016,5.90741354,,5.5,0.491,,,,,,,,,4963,0.75,0.81,-0.01,[Fe/H],4.6,824.688,15.833,13.453,15.6906
Kepler-958 b,Kepler-958,1,1,2016,9.7678805,,2.06,0.184,,,,,,,,,5421,0.86,0.91,0.01,[Fe/H],4.53,449.773,13.91,12.041,13.7299
Kepler-959 b,Kepler-959,1,1,2016,14.80074836,,4.38,0.391,,,,,,,,,7005,2.01,1.6,0.02,[Fe/H],4.04,807.729,12.606,11.544,12.466
Kepler-96 b,Kepler-96,1,1,2014,16.2385,,2.67,0.238,8.46,0.027,,,,,,,5690,1.02,1,0.04,[Fe/H],4.42,122.881,10.568,8.868,10.2971
Kepler-960 b,Kepler-960,1,1,2016,3.12686223,,2.29,0.204,,,,,,,,,4755,0.72,0.77,0.02,[Fe/H],4.61,284.916,14.127,11.618,13.8413
Kepler-961 b,Kepler-961,1,1,2016,16.87727414,,2.55,0.227,,,,,,,,,5582,0.9,0.96,0.05,[Fe/H],4.51,574.314,14.204,12.482,14.043
Kepler-962 b,Kepler-962,1,1,2016,12.05707239,,1.97,0.176,,,,,,,,,5478,0.86,0.93,0.01,[Fe/H],4.54,411.486,13.68,11.904,13.558
Kepler-963 b,Kepler-963,1,1,2016,9.97683705,,2.66,0.237,,,,,,,,,5461,0.87,0.91,-0.02,[Fe/H],4.52,771.494,15.091,13.158,14.9116
Kepler-964 b,Kepler-964,1,1,2016,13.5225106,,2.12,0.189,,,,,,,,,5427,0.84,0.93,0.03,[Fe/H],4.55,454.626,14.061,12.139,13.9025
Kepler-965 b,Kepler-965,1,1,2016,134.2527298,,3.38,0.302,,,,,,,,,5886,1.15,1.05,0.03,[Fe/H],4.33,582.828,13.488,11.91,13.3334
Kepler-966 b,Kepler-966,1,1,2016,99.747622,,4.13,0.368,,,,,,,,,5840,1.02,1.02,0.04,[Fe/H],4.43,1027.8,14.731,12.745,14.4435
Kepler-967 b,Kepler-967,1,2,2016,13.22713379,,2.35,0.21,,,,,,,,,5178,0.8,0.84,-0.03,[Fe/H],4.56,568.546,14.702,12.396,14.4513
Kepler-967 c,Kepler-967,1,2,2016,198.7112502,,3.65,0.326,,,,,,,,,5178,0.8,0.84,-0.03,[Fe/H],4.56,568.546,14.702,12.396,14.4513
Kepler-968 b,Kepler-968,1,3,2016,3.69298373,,2,0.178,,,,,,,,,4598,0.7,0.76,0.13,[Fe/H],4.63,290.324,14.626,11.831,14.2499
Kepler-968 c,Kepler-968,1,3,2016,5.70940492,,1.69,0.151,,,,,,,,,4598,0.7,0.76,0.13,[Fe/H],4.63,290.324,14.626,11.831,14.2499
Kepler-969 b,Kepler-969,1,2,2016,34.1731714,,2.07,0.185,,,,,,,,,5214,0.82,0.92,0.22,[Fe/H],4.57,390.354,13.865,11.897,13.7221
Kepler-969 c,Kepler-969,1,2,2016,1.6829346,,0.99,0.088,,,,,,,,,5214,0.82,0.92,0.22,[Fe/H],4.57,390.354,13.865,11.897,13.7221
Kepler-97 b,Kepler-97,1,2,2014,2.58664,,1.48,0.132,3.51,0.011,,,,,,,5779,0.98,0.94,-0.2,[Fe/H],4.43,400.907,12.994,11.345,12.813
Kepler-97 c,Kepler-97,1,2,2014,789,,,,344,1.08,,,,,,,5779,0.98,0.94,-0.2,[Fe/H],4.43,400.907,12.994,11.345,12.813
Kepler-970 b,Kepler-970,2,1,2016,16.736525,0.139,2.609,0.233,,,0.34,,,88.74,,,4290,0.71,0.67,0.04,[Fe/H],,331.545,15.21,12.215,14.8058
Kepler-971 b,Kepler-971,1,1,2016,9.59070716,,2.13,0.19,,,,,,,,,5431,0.85,0.88,-0.06,[Fe/H],4.54,338.522,13.483,11.422,13.2181
Kepler-972 b,Kepler-972,1,1,2016,7.03932553,,4.65,0.415,,,,,,,,,6146,1.22,1.15,0.04,[Fe/H],4.33,1198.03,15.084,13.373,14.8925
Kepler-973 b,Kepler-973,1,1,2016,49.6077331,,1.96,0.175,,,,,,,,,5213,0.78,0.86,-0.06,[Fe/H],4.58,328.52,13.478,11.303,13.234
Kepler-974 b,Kepler-974,1,1,2016,4.19449651,,1.57,0.14,,,,,,,,,3687,0.5,0.52,0.07,[Fe/H],4.76,134.311,15.295,11.056,14.4126
Kepler-975 b,Kepler-975,1,2,2016,1.97034246,,1.48,0.132,,,,,,,,,4897,0.75,0.8,0.07,[Fe/H],4.59,426.088,14.633,12.19,14.4518
Kepler-975 c,Kepler-975,1,2,2023,5.05821338,0.0567,10.69,,,,0,439.8,1168,85.01,,,4883,1.67,0.95,0.56,[Fe/H],3.97,426.088,14.633,12.19,14.4518
Kepler-976 b,Kepler-976,1,1,2016,105.9564148,,3.96,0.353,,,,,,,,,5232,0.83,0.87,0.07,[Fe/H],4.55,1012.41,15.861,13.887,15.8033
Kepler-977 b,Kepler-977,1,1,2016,26.85328322,,2.62,0.234,,,,,,,,,5315,0.83,0.87,-0.01,[Fe/H],4.55,568.751,14.754,12.92,14.8235
Kepler-978 b,Kepler-978,1,1,2016,49.6221509,,2.99,0.267,,,,,,,,,6002,1.09,1.07,-0.01,[Fe/H],4.38,682.522,13.513,12.011,13.3744
Kepler-979 b,Kepler-979,1,1,2016,8.0880135,,2.72,0.243,,,,,,,,,5310,0.83,0.87,-0.02,[Fe/H],4.54,576.503,14.882,12.732,14.625
Kepler-98 b,Kepler-98,1,1,2014,1.54168,,1.99,0.178,3.55,0.011,,,,,,,5539,1.11,0.99,0.18,[Fe/H],4.34,350.315,12.996,11.253,12.8694
Kepler-980 b,Kepler-980,1,1,2016,11.55102504,,2.67,0.238,,,,,,,,,5935,1.06,1.05,0.01,[Fe/H],4.41,961.468,14.221,12.665,14.1122
Kepler-981 b,Kepler-981,1,1,2016,4.46975774,,2.31,0.206,,,,,,,,,5718,0.96,0.98,0.01,[Fe/H],4.47,878.082,14.875,13.169,14.7044
Kepler-982 b,Kepler-982,1,1,2016,15.7738221,,2.25,0.201,,,,,,,,,6139,1.29,1.16,0.05,[Fe/H],4.28,801.479,13.099,11.895,12.9868
Kepler-983 b,Kepler-983,1,1,2016,60.0855082,,2.36,0.211,,,,,,,,,6052,1.08,1.13,0.12,[Fe/H],4.42,714.437,14.1125,12.169,13.9863
Kepler-984 b,Kepler-984,1,1,2016,43.0342272,,2.12,0.189,,,,,,,,,5610,0.93,0.96,0.04,[Fe/H],4.49,460.188,13.599,11.83,13.4677
Kepler-985 b,Kepler-985,1,1,2016,116.331901,,2.98,0.266,,,,,,,,,5434,0.85,0.91,0,[Fe/H],4.54,679.361,14.904,13.019,14.7169
Kepler-986 b,Kepler-986,1,1,2016,56.4349938,,2.36,0.211,,,,,,,,,5642,0.98,0.96,0.04,[Fe/H],4.43,548.364,13.69,12.107,13.6421
Kepler-987 b,Kepler-987,1,1,2016,105.3033148,,3.26,0.291,,,,,,,,,5637,0.91,0.97,0.01,[Fe/H],4.51,914.126,15.171,13.375,14.9789
Kepler-988 b,Kepler-988,1,1,2016,17.76080053,,2.07,0.185,,,,,,,,,4005,0.53,0.55,-0.32,[Fe/H],4.73,304.889,15.578,12.29,15.2131
Kepler-989 b,Kepler-989,1,1,2016,7.96431535,,2.21,0.197,,,,,,,,,5074,0.78,0.82,0.01,[Fe/H],4.58,491.978,14.717,12.415,14.4083
Kepler-99 b,Kepler-99,2,1,2014,4.60358,,1.48,0.132,6.15,0.019,,,,,,,4782,0.73,0.79,0.18,[Fe/H],4.61,208.369,13.206,10.757,12.9618
Kepler-990 b,Kepler-990,1,2,2016,9.91723428,,2.6,0.232,,,,,,,,,5948,1.08,1.05,0.01,[Fe/H],4.39,802.163,14.716,12.928,14.4949
Kepler-990 c,Kepler-990,1,2,2016,0.53835431,,1.53,0.136,,,,,,,,,5948,1.08,1.05,0.01,[Fe/H],4.39,802.163,14.716,12.928,14.4949
Kepler-991 b,Kepler-991,1,1,2016,82.5342519,,2.54,0.227,,,,,,,,,4392,0.61,0.64,-0.25,[Fe/H],4.67,389.561,15.626,12.611,15.1476
Kepler-992 b,Kepler-992,1,1,2016,20.16034462,,1.62,0.145,,,,,,,,,4944,0.74,0.8,-0.04,[Fe/H],4.6,259.639,13.557,11.274,13.3901
Kepler-993 b,Kepler-993,1,1,2016,22.08557563,,2.97,0.265,,,,,,,,,3843,0.54,0.57,0.03,[Fe/H],4.72,324.423,16.608,12.729,15.9243
Kepler-994 b,Kepler-994,1,1,2016,1.15116651,,1.6,0.143,,,,,,,,,3934,0.54,0.56,-0.13,[Fe/H],4.72,188.158,15.046,11.453,14.4653
Kepler-995 b,Kepler-995,1,1,2016,28.26731672,,2.7,0.241,,,,,,,,,5206,0.8,0.83,-0.07,[Fe/H],4.57,609.638,15.173,13.021,14.8814
Kepler-996 b,Kepler-996,1,1,2016,3.77059058,,1.98,0.177,,,,,,,,,6014,1.14,1.09,0.03,[Fe/H],4.36,1216.58,14.717,13.171,14.6387
Kepler-997 b,Kepler-997,1,1,2016,2.70730672,,1.36,0.121,,,,,,,,,6150,1.56,1.22,0.05,[Fe/H],4.14,467.568,11.521,10.608,11.8477
Kepler-998 b,Kepler-998,1,1,2016,5.65377733,,2.32,0.207,,,,,,,,,6058,1.18,1.12,0.07,[Fe/H],4.34,986.364,14.463,12.888,14.3408
Kepler-999 b,Kepler-999,1,1,2016,5.99185702,,2.34,0.209,,,,,,,,,6237,1.65,1.29,0.05,[Fe/H],4.11,545.063,12.364,10.916,12.2343
L 168-9 b,L 168-9,1,1,2020,1.4015,0.02091,1.39,0.124,4.6,0.01447,0.21,,965,85.5,,M1 V,3800,0.6,0.62,0.04,[Fe/H],4.04,25.1496,11.005,7.082,10.2316
L 363-38 b,L 363-38,1,1,2023,8.781,0.048,,,4.67,0.01469,,,330,,,,3129,0.27,0.21,,,4.97,10.2295,13.027,7.71,11.5607
L 98-59 b,L 98-59,1,4,2019,2.2531136,0.02191,0.85,0.076,0.4,0.00126,0.103,24.7,627,87.71,,M3 V,3415,0.3,0.27,-0.46,[Fe/H],4.86,10.6194,11.685,7.101,10.5976
L 98-59 c,L 98-59,1,4,2019,3.6906745,,1.34,0.12,2.42,0.00761,0,,,,,M3 V,3412,0.31,0.31,-0.5,[Fe/H],4.94,10.6194,11.685,7.101,10.5976
L 98-59 d,L 98-59,1,4,2019,7.450729,,1.58,0.141,2.31,0.00727,0,,,,,M3 V,3412,0.31,0.31,-0.5,[Fe/H],4.94,10.6194,11.685,7.101,10.5976
L 98-59 e,L 98-59,1,4,2021,12.796,0.0717,,,3.06,0.00963,0.128,,342,,,M3 V,3415,0.3,0.27,-0.46,[Fe/H],4.86,10.6194,11.685,7.101,10.5976
LHS 1140 b,LHS 1140,1,2,2017,24.73723,0.0946,1.73,0.154,5.6,0.01762,0.043,0.43,226,89.86,,M4.5 V,3096,0.22,0.18,-0.15,[Fe/H],5.04,14.9861,14.15,8.821,12.6706
LHS 1140 c,LHS 1140,1,2,2018,3.77794,0.027,1.272,0.113,1.91,0.00601,0.05,5.3,422,89.8,,M4.5 V,3096,0.22,0.18,-0.15,[Fe/H],5.04,14.9861,14.15,8.821,12.6706
LHS 1478 b,LHS 1478,1,1,2021,1.9495378,0.01848,1.242,0.111,2.33,0.00733,,,595,87.452,,m3 V,3381,0.25,0.24,-0.13,[Fe/H],4.87,18.2276,13.304,8.767,12.2598
LHS 1678 b,LHS 1678,2,3,2021,0.8602325,0.01239,0.685,0.061,,,0.033,94.3,,88.53,,M2.0 V,3490,0.33,0.34,,,,19.8782,12.6,8.264,11.5403
LHS 1678 c,LHS 1678,2,3,2021,3.694284,0.0327,0.941,0.084,,,0.039,13.5,,88.82,,M2.0 V,3490,0.33,0.34,,,,19.8782,12.6,8.264,11.5403
LHS 1678 d,LHS 1678,2,3,2024,4.9652229,0.04,0.981,0.088,,,0.036,9.1,,88.31,,M2.0 V,3490,0.33,0.34,,,,19.8782,12.6,8.264,11.5403
LHS 1815 b,LHS 1815,1,1,2020,3.814334,,1.088,0.097,1.58,0.00497,0,,,,,M1,3643,0.5,0.5,-0.12,[Fe/H],4.77,29.8424,12.167,7.993,11.2362
LHS 3154 b,LHS 3154,1,1,2023,3.71778,0.02262,,,13.15,0.04137,0.076,,,,,M6.5,2861,0.14,0.11,,,,15.7606,17.65,10.072,14.8561
LHS 3844 b,LHS 3844,1,1,2019,0.46292913,0.00622,1.303,0.116,,,,70.1,805,88.5,,M5,3036,0.19,0.15,,,5.06,14.8846,15.24,9.145001,13.3925
LHS 475 b,LHS 475,1,1,2023,2.029088,,0.991,0.088,,,,,586,87.194,,M3.5 V,3300,0.28,0.26,,,5,12.4814,13,7.686,11.4174
LP 714-47 b,LP 714-47,1,1,2020,4.052037,0.0417,4.7,0.419,30.8,0.09691,0.04,,700,87.3,,M0.0 V,3950,0.58,0.59,0.41,[Fe/H],4.64,52.616,12.492,8.626,11.7282
LP 791-18 b,LP 791-18,1,3,2019,0.9479981,0.00978,1.212,0.108,,,,24.14,564,88.37,,M(6.1 +/- 0.7) V,2960,0.18,0.14,-0.09,[Fe/H],5.12,26.4927,16.91,10.644,15.0715
LP 791-18 c,LP 791-18,1,3,2019,4.9899093,0.02961,2.438,0.218,7.1,0.02234,0.00008,2.64,324,89.78,,M(6.1 +/- 0.7) V,2960,0.18,0.14,-0.09,[Fe/H],5.12,26.4927,16.91,10.644,15.0715
LP 791-18 d,LP 791-18,1,3,2023,2.753436,0.01992,1.032,0.092,0.9,0.00283,0.0015,5.83,396,89.34,,M(6.1 +/- 0.7) V,2960,0.18,0.14,-0.09,[Fe/H],5.12,26.4927,16.91,10.644,15.0715
LP 890-9 b,LP 890-9,1,2,2022,2.7299025,0.01875,1.32,0.118,13.2,0.04153,,4.09,396,89.67,,M6 V,2850,0.16,0.12,-0.028,[Fe/H],5.13,32.4298,18,11.344,15.8213
LP 890-9 c,LP 890-9,1,2,2022,8.457463,0.03984,1.367,0.122,25.3,0.0796,,0.91,272,89.287,,M6 V,2850,0.16,0.12,-0.028,[Fe/H],5.13,32.4298,18,11.344,15.8213
LSPM J2116+0234 b,LSPM J2116+0234,1,1,2019,14.4399,0.0876,,,13.3,0.04185,0.183,,,,,M3.0 V,3475,0.43,0.43,-0.05,[Fe/H],4.95,17.6297,11.961,7.324,10.8595
LTT 1445 A b,LTT 1445 A,3,2,2019,5.35876,0.022,1.18,0.105,,,,,555,89.203,,M3.0,3340,0.27,0.26,-0.34,[Fe/H],,6.86929,10.59,6.496,10.0469
LTT 1445 A c,LTT 1445 A,3,2,2022,3.1239035,0.02661,1.147,0.102,1.54,0.00485,0.223,10.9,508,87.43,,,3340,0.27,0.26,-0.34,[Fe/H],,6.86929,10.59,6.496,10.0469
LTT 3780 b,LTT 3780,2,2,2020,0.76837883,,1.32,0.118,2.47,0.00777,0.032,,,,,M3.5 V,3360,0.38,0.38,0.09,[Fe/H],4.81,21.9814,13.14,8.204001,11.8465
LTT 3780 c,LTT 3780,2,2,2020,12.252196,,2.33,0.208,7.02,0.02209,0.03,,,,,M3.5 V,3360,0.38,0.38,0.09,[Fe/H],4.81,21.9814,13.14,8.204001,11.8465
LTT 9779 b,LTT 9779,1,1,2020,0.792052,0.01679,4.72,0.421,29.32,0.09225,0,,1978,76.39,,G7 V,5443,0.95,0.77,0.27,[Fe/H],4.35,80.4373,9.79,8.016,9.60006
LkCa 15 b,LkCa 15,1,2,2015,,14.7,,,,,,,,50,,,4194,1.61,,,,,158.152,12.025,8.163,11.5887
LkCa 15 c,LkCa 15,1,2,2015,,18.6,,,,,,,,50,,,4194,1.61,,,,,158.152,12.025,8.163,11.5887
Lupus-TR-3 b,Lupus-TR-3,1,1,2007,3.91405,0.0464,9.976,0.89,257.431,0.81,0,,,88.3,,,5000,0.82,0.87,,,,773.409,19.6202,15.068,18.765
MASCARA-1 b,MASCARA-1,1,1,2017,2.14877381,0.040352,17.901,1.597,,,0.00034,,2594,88.45,72.1,,7490,2.08,1.9,0.15,[Fe/H],,182.273,8.28,7.74,8.24243
MASCARA-4 b,MASCARA-4,2,1,2020,2.82406,0.047,17.15,1.53,985.273,3.1,0,,2100,88.5,,A7 V,7800,1.92,1.75,0,[Fe/H],4.1,170.696,8.191,7.75,8.17401
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,1,1,2008,,0.62,,,3.3,0.01,,,,,,,,,0.06,,,,1000,,,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,1,1,2008,,5.9,,,540.30829,1.7,,,,,,,,,0.69,,,,6890,,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,1,1,2009,,1.1,,,23.4,0.0736,,,,,,,,,0.21,,,,7700,,,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,1,2013,,2.7,,,1300,4.1,,,,,,K,,,0.56,,,,3300,,,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,1,2011,2800,3.2,,,10.4,0.0327,,,,,,,,,0.56,,,,3040,,,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,1,1,2010,,2.03,,,67.3,0.212,,,,,,,,,0.52,,,,7050,,19.98,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,1,2010,1980,1.8,,,830,2.6,,,,52,,,,,0.19,,,,5690,,,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,1,2012,,1.21,,,3500,11,,,,,,,,,0.16,,,,2800,,,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,1,2018,,2.42,,,170,0.54,,,,,,,,,0.58,,,,3500,24.3,18.3,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,1,1,2013,,0.92,,,9.2,0.029,,,,,,,,,0.11,,,,810,,18.76,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,1,2015,,1.72,,,86,0.27,,,,,,,,,0.18,,,,6430,,,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,1,2012,,2,,,480,1.5,,,,,,,5950,,0.67,,,,2300,,,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,1,1,2016,,4.14,,,30,0.09,,,,,,,,,0.75,,,,7380,,19,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,1,1,2014,,0.95,,,17,0.053,,,,,,,,,0.11,,,,7200,,,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,1,2018,,0.69,,,18,0.057,,,,,,,,,0.15,,,,4400,,23.4,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,1,1,2012,,1.1,,,1500,4.8,,,,,,,,,0.86,,,,7720,,,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,1,1,2013,,4.3,,,3690,11.6,,,,,,,,,0.39,,,,7560,,,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,1,2017,,10.2,,,2700,8.4,,,,,,,,,0.49,,,,5300,,,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,1,1,2017,,0.9,,,6.7,0.0211,,,,,,,,,0.1,,,,7210,,23.93,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,1,2014,,3.03,,,871,2.74,,,,,,,,,0.88,,,,6720,,,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,1,1,2016,,0.93,,,3.24,0.0102,,,,,,,,,0.02,,,,850,,,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,1,1,2018,,0.24,,,33.7,0.106,,,,,,,,,0.01,,,,7100,,,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,1,2017,,1.39,,,890,2.8,,,,,,,,,0.29,,,,6500,,,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,1,2018,,0.95,,,200,0.62,,,,,,,,,0.15,,,,6800,,,
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,1,2022,,,,,5720.91133,18,,,,,,,,,0.9,,,,2700,,,
MOA-2020-BLG-135L b,MOA-2020-BLG-135L,1,1,2022,,1.11,,,11.3,0.03555,,,,,,,,,0.23,,,,7900,,,
MOA-2020-BLG-208L b,MOA-2020-BLG-208L,1,1,2023,,2.74,,,46,0.14473,,,,,,,,,0.43,,,,7490,,,
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,1,2023,,1.63,,,4.83,0.0152,,,,,,,,,0.18,,,,2000,,,
MOA-bin-1L b,MOA-bin-1L,1,1,2012,,8.3,,,1200,3.7,,,,,,,,,0.75,,,,5100,,,
MOA-bin-29 b,MOA-bin-29,1,1,2019,,0.48,,,190,0.6,,,,,,,,,0.03,,,,7120,44.61,33.11,
MWC 758 c,MWC 758,1,1,2023,,100,,,,,,,500,,,A8Ve,,,1.5,,,,159.537,8.270001,5.804,8.19951
MXB 1658-298 b,MXB 1658-298,2,1,2017,760,1.613,,,7532.571,23.7,,,,,,,,,,,,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,1,1,2014,121.71,0.53,,,2126.2827,6.69,0.35,,,,,,4284,39.59,9.06,-0.02,[Fe/H],2.2,817.192,9.616,6.693,9.40374
NGC 2682 Sand 978 b,NGC 2682 Sand 978,1,1,2017,511.21,,,,692.8694,2.18,0.16,,,,,K4 III,4200,,1.37,,,1.8,821.918,9.814,6.494,9.25286
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,1,1,2014,6.959,,,,101.7056,0.32,0.3,,,,,G5 V,5780,,1.01,,,4.44,872.92,14.569,12.965,14.4666
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,1,1,2014,5.118,,,,127.132,0.4,0.28,,,,,G5 V,5725,,0.96,,,4.57,914.221,14.684,13.105,14.6201
NGC 2682 YBP 401 b,NGC 2682 YBP 401,1,1,2016,4.087,,,,146.2018,0.46,0.15,,,,,F9 V,6165,,1.14,,,4.3,830.822,13.699,12.337,13.5888
NGTS-1 b,NGTS-1,1,1,2017,2.647298,0.0326,14.908,1.33,258.07796,0.812,0.016,65.3,790,85.27,,M0.5,3916,0.57,0.62,0,[M/H],4.71,218.121,15.667,11.936,14.8661
NGTS-10 b,NGTS-10,1,1,2020,0.7668944,0.0143,13.507,1.205,687.14846,2.162,0,,1332,,,K5 V,4600,0.7,0.7,-0.02,[M/H],4.59,,14.506,11.728,14.2604
NGTS-11 b,NGTS-11,1,1,2020,35.45533,0.201,9.158,0.817,109.33352,0.344,0.13,,435,89.16,,K,5050,0.83,0.86,0.22,[Fe/H],4.5,190.422,12.456,10.315,12.1895
NGTS-12 b,NGTS-12,1,1,2020,7.532806,0.0757,11.747,1.048,66.10864,0.208,0,416,1257,88.9,,G,5690,1.59,1.02,-0.03,[Fe/H],4.04,446.442,12.382,10.588,12.1279
NGTS-13 b,NGTS-13,1,1,2021,4.119027,0.0549,12.801,1.142,1538.2972,4.84,0.086,1096,1605,88.7,,,5819,1.79,1.3,0.25,[Fe/H],4.04,647.595,12.744,11.141,12.5691
NGTS-14 A b,NGTS-14 A,2,1,2021,3.5357173,0.0403,4.977,0.444,29.24036,0.092,0,,1143,86.7,,K1 V,5187,0.84,0.9,0.1,[Fe/H],4.2,322.148,13.268,11.305,13.0986
NGTS-15 b,NGTS-15,1,1,2021,3.27623,0.0441,12.33,1.1,238.68913,0.751,0,425,1146,,,G6 V,5600,0.95,0.99,0.15,[Fe/H],4.4,786.485,14.669,12.907,14.4299
NGTS-16 b,NGTS-16,1,1,2021,4.84532,0.0523,14.572,1.3,211.99155,0.667,0,480,1177,,,G7 V,5550,1.21,1,0.35,[Fe/H],4.35,898.168,14.529,12.647,14.2311
NGTS-17 b,NGTS-17,1,1,2021,3.24253,0.0391,13.899,1.24,242.8209,0.764,0,1160,1457,,,G4 V,5650,1.34,1.02,0.15,[Fe/H],4,1040.28,14.412,12.724,14.2136
NGTS-18 b,NGTS-18,1,1,2021,3.05125,0.0448,13.563,1.21,129.99182,0.409,0,845,1381,,,G5 V,5610,1.39,1,0.15,[Fe/H],4.16,1096.19,14.588,12.87,14.3896
NGTS-2 b,NGTS-2,1,1,2018,4.511164,0.063,17.878,1.595,235.1942,0.74,0,,1468,88.5,,F5 V,6478,1.7,1.64,-0.06,[Fe/H],4.2,356.391,10.789,9.799,10.8605
NGTS-20 b,NGTS-20,1,1,2022,54.18915,0.313,11.994,1.07,947.12865,2.98,0.432,,688,88.4,,G1 IV,5980,1.78,1.47,0.15,[Fe/H],3.8,382.898,11.233,9.83,11.0313
NGTS-21 b,NGTS-21,1,1,2022,1.5433897,0.0236,14.908,1.33,750.07504,2.36,0,,1357,83.85,,K3 V,4660,0.86,0.72,-0.26,[Fe/H],4.63,592.891,15.506,12.951,15.224
NGTS-23 b,NGTS-23,1,1,2022,4.0764326,0.0504,14.202,1.267,194.82881,0.613,0,,1327,89.12,,F9 V,6057,1.24,1.01,-0.26,[Fe/H],4.04,1074.95,14.126,12.73,13.9535
NGTS-24 b,NGTS-24,1,1,2022,3.4678796,0.0479,13.608,1.214,165.27077,0.52,0,,1499,82.61,,G2 IV,5820,1.64,1.26,0.27,[Fe/H],4.09,683.062,13.214,11.51,13.0525
NGTS-25 b,NGTS-25,1,1,2022,2.823093,0.0388,11.467,1.023,203.09235,0.639,0,,1101,89.34,,K0 V,5321,0.86,0.91,0.12,[Fe/H],4.48,521.233,14.333,12.324,14.0864
