pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_obliq,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
HD 207496 b,HD 207496,1,1,2023,6.441008,0.0629,2.25,6.1,0.231,99144.00000000001,743.0,88.79,nan,2.9525050912828283,11.831929955590589,0.4,0.6,K3,4819.0,0.77,0.8,0.095,[Fe/H],4.51,0.6285300703866109,0.9054916878838957,23.606,8.23,21.923512963400288
