pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_obliq,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
HD 93963 A b,HD 93963 A,2,2,2022,1.0391353,0.02085,1.35,7.8,nan,3941280.0,2042.0,86.21,nan,17.478399902858275,42.02598071657859,0.4,0.6,G1,5987.0,1.04,1.11,0.1,[Fe/H],4.49,1.1575277139454783,1.6675920100818231,82.3432,9.182,15.751254629262148
HD 93963 A c,HD 93963 A,2,2,2022,3.6451398,0.04813,3.228,19.2,nan,739567.9999999999,1344.0,86.31,nan,3.14708900056854,18.093599282884348,0.3,0.7,G1,5987.0,1.04,1.11,0.1,[Fe/H],4.49,1.1575277139454783,1.6675920100818231,82.3432,9.182,54.986540653282866
