pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_obliq,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
TOI-2570 b,TOI-2570,1,1,2022,2.9887615,0.04145,13.641,260.61929,0.0,950640.0,1431.0,87.73,nan,0.5660780367659448,13.75323711775216,0.4,0.6,G3,5771.0,1.09,1.06,0.191,[Fe/H],4.38,1.1067273325718028,1.5944064534275477,361.857,12.569,20.25371451620651
