pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_obliq,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
HATS-62 b,HATS-62,1,1,2018,3.2768837,0.04163,11.825,56.89157,0.298,526864.0,1237.0,87.92,nan,0.1896936727305102,3.9951805551336945,0.4,0.6,G8,5416.0,0.93,0.9,0.133,[Fe/H],4.45,0.8349509802535392,1.2028719197874604,523.067,14.171,17.951743814883024
