pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_obliq,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
YZ Cet b,YZ Cet,1,3,2017,2.02087,0.01634,nan,0.7,0.06,11165.6,471.0,nan,nan,nan,nan,0.4,0.6,M5,3151.0,0.16,0.14,-0.18,[Fe/H],5.17,nan,nan,3.71207,nan,nan
YZ Cet c,YZ Cet,1,3,2017,3.05989,0.02156,nan,1.14,0.0,6419.2,410.0,nan,nan,nan,nan,0.4,0.6,M5,3151.0,0.16,0.14,-0.18,[Fe/H],5.17,nan,nan,3.71207,nan,nan
YZ Cet d,YZ Cet,1,3,2017,4.65626,0.02851,nan,1.09,0.07,3672.0000000000005,357.0,nan,nan,nan,nan,0.4,0.6,M5,3151.0,0.16,0.14,-0.18,[Fe/H],5.17,nan,nan,3.71207,nan,nan
