pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_obliq,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
LHS 1140 b,LHS 1140,1,2,2017,24.73723,0.0946,1.73,5.6,0.043,584.8,226.0,89.86,nan,5.962907771146805,18.373276549089297,0.3,0.7,M6,3096.0,0.22,0.18,-0.15,[Fe/H],5.04,0.15667232331125017,0.22570994318940601,14.9861,14.15,69.44519841988799
LHS 1140 c,LHS 1140,1,2,2018,3.77794,0.027,1.272,1.91,0.05,7208.0,422.0,89.8,nan,5.116587527255542,11.591774815250632,0.3,0.7,M6,3096.0,0.22,0.18,-0.15,[Fe/H],5.04,0.15667232331125017,0.22570994318940601,14.9861,14.15,67.75098576416944
