pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
Ross 128 b,Ross 128,1,1,2017.0,9.865,0.0501,1.128,1.35,0.0,220374.4,253.0,5.1857890225705425,10.41852793205632,0.3,0.7,M5,3192.0,0.186,0.164,0.35,0.35,4.75,0.4080178563916119,0.5878108222309165,11.03,11.036,72.65390833891837
