pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
TOI-3331 A b,TOI-3331 A,2,1,2022.0,2.0180231,0.03144,12.98,721.47048,0.0,1113160.0,1488.0,1.818875039368983,42.049416365886515,0.45,0.55,G6,5609.0,0.95,1.02,0.148,[Fe/H],4.49,1.079318153031838,1.5549194258142318,217.193,11.635,11.644909566502406
