pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
TOI-4463 A b,20.11074506867568
TOI-2570 b,20.015489767314744
TOI-4087 b,19.914383118321734
TOI-905 b,19.517171459185775
TOI-969 b,19.348933223191473
TOI-2364 b,18.957831637415477
TOI-2421 b,18.37481002176158
TOI-421 c,18.34316194857443
TOI-2818 b,18.303160778842027
TOI-3807 b,18.298293956131346
TOI-257 b,17.840995772678845
TOI-1789 b,17.83744473001881
TOI-2193 A b,17.472949174078938
TOI-3023 b,17.36451201399895
TOI-2842 b,17.303804720524585
TOI-3912 b,17.03030338681459
TOI-954 b,16.94578941140136
TOI-2567 b,16.73204115586793
TOI-908 b,16.63102300337374
TOI-2796 b,16.59781389044473
TOI-2587 A b,16.571115452608705
TOI-3693 b,16.542028595027528
TOI-2583 A b,16.344236213929143
TOI-2641 b,16.332125895368364
TOI-3976 A b,16.320943706923984
TOI-1420 b,16.164431797937194
TOI-1386 b,15.844287758740952
TOI-2010 b,15.490037092137902
TOI-421 b,15.304805948064395
TOI-2207 b,15.215420086698423
TOI-3819 b,14.865259751243757
TOI-561 c,14.237176650620787
TOI-2000 c,14.179469019486353
TOI-622 b,13.979566423153985
TOI-2803 A b,13.207375557033586
TOI-181 b,12.862130349141028
TOI-5542 b,12.449267415860927
TOI-1937 A b,12.359709520893354
TOI-3364 b,11.817084376631838
TOI-564 b,11.798022205435828
TOI-3331 A b,11.644909566502406
TOI-4127 b,11.582928093050764
TOI-4791 b,11.581931994608155
TOI-615 b,11.352742859731377
TOI-411 b,10.521481053595188
TOI-4603 b,10.518191617571638
TOI-2236 b,9.760010830905172
TOI-4010 c,9.598983779307215
TOI-4137 b,9.540760179366142
TOI-4145 A b,8.083851938240311
TOI-4010 b,7.521911214487005
TOI-4010 d,7.07493054790123
TOI-1431 b,1.7943360396525962
