pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
TOI-2095 b,TOI-2095,1,2,2023.0,17.66484,0.101,1.25,4.1,0.0,4664.8,347.0,11.573432744046222,25.766452054109074,0.4,0.6,M0,3759.0,0.44,0.44,-0.24,[Fe/H],5.11,0.16206904256354582,0.233484725423438,41.9176,13.19,56.427165353141646
TOI-2095 c,TOI-2095,1,2,2023.0,28.17232,0.137,1.33,7.4,0.0,2502.4,297.0,17.341440547589492,41.07894004343835,0.4,0.6,M0,3759.0,0.44,0.44,-0.24,[Fe/H],5.11,0.16206904256354582,0.233484725423438,41.9176,13.19,54.947827318275884
