pl_name,st_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_metratio,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability
Teegarden's Star b,Teegarden's Star,1,2,2019.0,4.91,0.0252,1.05,1.25,0.0,76132.8,267.0,5.953200236031846,11.133256273033968,0.3,0.7,M7,2620.0,0.098,0.089,0.02,0.02,5.23,0.6959226428341896,1.0025807804373514,12.51,11.05,41.08747169219218
Teegarden's Star c,Teegarden's Star,1,2,2019.0,11.4,0.034,1.25,1.53,0.0,25731.2,227.0,4.318866365461153,9.615285766533388,0.3,0.7,M7,2620.0,0.098,0.089,0.02,0.02,5.23,0.6959226428341896,1.0025807804373514,12.51,11.05,30.64108181149684
