pl_name,st_name,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability,ESI
K2-99 b,K2-99,2016,18.251985,0.16258259,11.73,308.2951,0.19,496492.956,1105.8795,87.7,1.0531275165039424,22.001960929744186,0.45,0.55,G0,6217.0,2.63,1.63,0.21,3.81,2.7981992,4.8853779,519.229,11.149,21.025767987010497,7.8162762
