pl_name,st_name,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability,ESI
KELT-16 b,KELT-16,2017,0.9689951,0.02044,15.861,874.0325,0.0,8195531.496,2244.4465,84.4,1.2076588292549986,34.11593220306782,0.45,0.55,F7,6236.0,1.36,1.21,-0.002,4.25,1.466826,2.560005,444.586,11.717,12.766560213297861,5.7616717
