pl_name,st_name,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability,ESI
TOI-1288 c,TOI-1288,2022,443.0,1.1029685,11.0,84.0,0.13,780.5892584,221.02151,nan,0.3479442028861637,6.816865212863972,0.4,0.6,GV,5225.0,1.01,0.89,0.07,4.24,0.80938482,1.4522952,114.865,10.445,33.407789481466146,38.043924000000004
