pl_name,st_name,disc_year,pl_orbper,pl_orbsmax,pl_Erad,pl_Emass,pl_orbeccen,pl_insol,eq_temp,pl_inclin,pl_density,pl_gravity,pl_albedo,abs_solar_flux,star_spect,st_teff,st_rad,st_mass,st_met,st_log_gravity,HB_r_i,HB_r_o,sy_dist,sy_vmag,Probability,ESI
GJ 229 b,GJ 229,2014,579.47495,1.1746263,3.97,14.93794,0.404,35.283574800000004,98.922954,nan,1.316217209615095,9.306802297729366,0.45,0.55,M1,3564.0,0.46,0.51,nan,4.69,0.1731804,0.33531087,5.75624,8.15,20.76355185395456,20.674238
